brand,model_type,transmission,fuel_type,owner_type,year,engine_cc,mileage_km,tax_annual,price_usd
Suzuki,Hatchback,Manual,Hybrid,First,2014,2031,159126,55.91,2795.73
BMW,SUV,Automatic,Diesel,Second,2011,3848,276122,58.77,2938.71
BMW,Coupe,Automatic,Petrol,First,2013,2993,205980,56.97,2848.61
Daihatsu,Sedan,Automatic,Diesel,Second,2019,1481,76092,110.31,5515.35
Audi,MPV,Manual,Hybrid,Third,2011,1599,202370,47.88,2393.83
Mercedes,SUV,Manual,Hybrid,Second,2005,2425,254260,57.23,2861.31
Honda,Coupe,Automatic,Hybrid,First,2022,1417,36684,394.66,19733.03
Ferrari,MPV,Manual,Diesel,Third,2011,4805,143038,723.14,36157.21
Toyota,Coupe,Automatic,Hybrid,First,2014,2308,168817,87.47,4373.48
Porsche,Coupe,Manual,Diesel,Second,2024,1294,14081,1839.34,91966.96
VW,SUV,Manual,Hybrid,Third,2005,1167,335660,40.90,2045.18
Audi,Sedan,Manual,Hybrid,Third,2009,1152,202832,37.16,1858.08
Mazda,SUV,Automatic,Diesel,First,2013,1137,180936,56.14,2806.77
Suzuki,Hatchback,Manual,Hybrid,Second,2007,1194,272232,54.32,2716.07
BMW,Coupe,Automatic,Petrol,First,2012,2634,253812,64.14,3206.95
BMW,MPV,Automatic,Petrol,First,2006,2275,239096,55.10,2754.96
Mercedes,Sedan,Automatic,Hybrid,Second,2012,2398,235027,46.95,2347.52
Toyota,Sedan,Manual,Diesel,Second,2008,1906,251294,33.47,1673.72
VW,Coupe,Manual,Diesel,First,2006,2486,190665,68.37,3418.68
BMW,SUV,Manual,Diesel,Second,2013,2318,179316,45.09,2254.35
Toyota,Coupe,Manual,Diesel,First,2024,2116,14937,580.48,29023.85
BMW,Sedan,Manual,Diesel,Second,2009,2353,222864,63.66,3183.05
BMW,Coupe,Manual,Diesel,Third,2010,2528,222480,65.07,3253.34
BMW,Sedan,Manual,Diesel,Second,2022,2216,37290,579.57,28978.32
VW,Sedan,Automatic,Diesel,Second,2014,2500,184008,53.80,2690.05
Suzuki,Coupe,Manual,Hybrid,Second,2022,2434,39009,426.66,21332.79
VW,Coupe,Automatic,Hybrid,Third,2008,1845,315180,52.14,2607.17
Toyota,MPV,Manual,Hybrid,First,2016,2071,155979,73.75,3687.68
Toyota,MPV,Manual,Diesel,Third,2024,1721,17983,298.89,14944.53
Honda,Coupe,Automatic,Hybrid,Third,2012,1627,157521,56.24,2812.18
Daihatsu,MPV,Manual,Diesel,Third,2010,2164,262575,51.66,2583.01
VW,Hatchback,Manual,Hybrid,First,2013,1277,137556,27.47,1373.31
Porsche,Sedan,Automatic,Hybrid,Third,2016,1496,102150,507.17,25358.62
Honda,Coupe,Manual,Petrol,First,2015,2301,184170,75.53,3776.29
Toyota,Coupe,Manual,Hybrid,Third,2013,1562,211212,69.65,3482.71
Mazda,Sedan,Automatic,Hybrid,Second,2005,2126,248240,31.60,1580.05
Audi,Coupe,Automatic,Hybrid,Second,2009,2225,317008,52.79,2639.51
Mercedes,MPV,Automatic,Hybrid,Third,2012,3446,137605,85.56,4278.11
Mercedes,SUV,Manual,Petrol,Third,2023,3346,22532,945.52,47276.14
Suzuki,Sedan,Automatic,Diesel,First,2009,1736,267472,44.86,2242.79
Ferrari,Coupe,Automatic,Hybrid,Second,2012,5178,142558,1278.88,63944.15
BMW,Coupe,Manual,Hybrid,First,2005,3072,345540,65.37,3268.60
Daihatsu,SUV,Automatic,Diesel,Second,2016,1014,108540,60.38,3019.18
Mercedes,Hatchback,Automatic,Petrol,First,2017,2033,132408,200.75,10037.47
Porsche,Coupe,Automatic,Petrol,First,2022,1877,52824,1710.39,85519.73
Mercedes,Hatchback,Automatic,Diesel,Second,2008,3006,252824,39.60,1979.76
Porsche,Sedan,Automatic,Diesel,First,2006,1285,239628,60.49,3024.71
Audi,MPV,Automatic,Diesel,First,2008,1385,256989,53.83,2691.25
Audi,Hatchback,Manual,Hybrid,Third,2005,1929,270740,35.71,1785.28
Suzuki,MPV,Manual,Petrol,Second,2010,1990,198540,46.21,2310.69
Daihatsu,SUV,Manual,Diesel,First,2016,1761,128286,55.01,2750.41
Toyota,Hatchback,Manual,Diesel,Second,2011,1171,161350,55.13,2756.71
Porsche,SUV,Manual,Hybrid,First,2008,1060,316693,73.56,3678.01
Suzuki,Sedan,Automatic,Hybrid,Third,2015,1266,183780,51.42,2570.80
Suzuki,Sedan,Manual,Diesel,Second,2012,1606,256464,67.45,3372.33
Audi,Hatchback,Automatic,Diesel,Second,2019,1686,69114,447.93,22396.34
Toyota,Hatchback,Automatic,Diesel,Second,2022,1643,54477,236.48,11823.93
Porsche,Hatchback,Automatic,Hybrid,Second,2011,1017,231336,210.46,10523.13
Daihatsu,SUV,Automatic,Diesel,Second,2021,2315,62608,293.70,14685.17
BMW,Coupe,Manual,Diesel,First,2015,2766,194810,126.86,6343.19
Toyota,MPV,Manual,Hybrid,First,2017,1938,155512,76.04,3802.23
BMW,Hatchback,Manual,Diesel,Second,2010,3452,268305,46.73,2336.38
Porsche,MPV,Automatic,Diesel,First,2008,1186,301444,32.80,1640.20
Mercedes,SUV,Automatic,Petrol,Third,2020,3521,97250,529.01,26450.30
BMW,Sedan,Manual,Hybrid,First,2006,3553,339872,41.03,2051.56
Toyota,MPV,Automatic,Petrol,Third,2010,1691,161715,67.12,3356.20
Suzuki,MPV,Automatic,Diesel,Third,2011,1578,260386,48.66,2433.17
Ferrari,SUV,Manual,Diesel,Second,2017,4568,87744,2025.24,101261.84
Suzuki,SUV,Manual,Petrol,Second,2012,1643,194077,44.29,2214.57
Porsche,Sedan,Automatic,Petrol,Second,2012,1987,143195,305.49,15274.32
Audi,MPV,Automatic,Petrol,Second,2013,1975,219948,77.98,3898.97
Mazda,Hatchback,Manual,Diesel,Third,2019,2418,85692,219.37,10968.53
Audi,Hatchback,Manual,Petrol,Third,2016,2156,120411,253.82,12690.92
Mercedes,Sedan,Manual,Petrol,Second,2020,3416,86900,497.27,24863.62
Suzuki,Sedan,Automatic,Petrol,First,2007,2385,313110,51.45,2572.52
BMW,Sedan,Automatic,Hybrid,First,2011,2343,213374,40.45,2022.58
BMW,Coupe,Automatic,Petrol,First,2012,3145,210899,53.88,2694.13
Toyota,MPV,Manual,Petrol,Second,2023,2304,33318,388.44,19421.93
Mercedes,Coupe,Manual,Hybrid,Third,2008,2984,277474,42.54,2127.19
Toyota,Coupe,Automatic,Hybrid,Third,2018,1009,96432,137.92,6895.97
Porsche,SUV,Manual,Diesel,Second,2012,2039,197002,346.28,17313.94
Audi,MPV,Manual,Petrol,First,2010,1709,241455,44.33,2216.65
Ferrari,MPV,Manual,Diesel,First,2020,5043,69635,2727.94,136397.17
Suzuki,Coupe,Automatic,Petrol,Second,2009,2207,198400,50.02,2500.82
Suzuki,Hatchback,Automatic,Diesel,Third,2023,2400,32542,331.49,16574.41
Suzuki,Hatchback,Manual,Petrol,First,2022,1658,54660,228.22,11411.04
Daihatsu,Hatchback,Automatic,Diesel,Second,2011,1821,276402,53.00,2649.93
BMW,MPV,Manual,Petrol,First,2021,2663,64184,562.02,28101.10
Porsche,MPV,Automatic,Diesel,First,2007,2193,225756,104.43,5221.47
Toyota,MPV,Automatic,Petrol,Second,2011,1669,145558,33.91,1695.57
Daihatsu,Sedan,Automatic,Diesel,Third,2005,1680,381320,53.08,2653.88
Porsche,Sedan,Manual,Petrol,Third,2008,1215,282863,34.51,1725.37
Porsche,Coupe,Manual,Diesel,Third,2020,1323,80010,1009.20,50459.89
BMW,MPV,Manual,Diesel,Second,2023,2352,39706,732.93,36646.26
BMW,SUV,Automatic,Petrol,Third,2020,3803,88280,552.17,27608.43
Mercedes,Coupe,Manual,Petrol,Second,2012,2187,248534,56.62,2830.85
BMW,Hatchback,Manual,Diesel,Third,2014,2169,170621,71.53,3576.73
Suzuki,Coupe,Manual,Diesel,First,2007,2447,297648,51.19,2559.44
Ferrari,Coupe,Automatic,Diesel,Third,2006,5875,295640,452.06,22602.87
Toyota,Sedan,Automatic,Diesel,Second,2010,2066,210975,64.68,3234.06
Toyota,Sedan,Automatic,Hybrid,Second,2012,1051,165906,68.42,3420.75
BMW,SUV,Manual,Petrol,Second,2017,2911,116624,254.23,12711.44
Mercedes,MPV,Manual,Hybrid,Second,2019,2844,75708,420.26,21013.00
Mercedes,Hatchback,Manual,Hybrid,Second,2009,3790,171040,32.36,1618.24
Suzuki,Hatchback,Automatic,Diesel,First,2012,1126,198991,45.49,2274.72
Porsche,Coupe,Automatic,Hybrid,First,2024,2076,10466,2273.56,113677.78
Porsche,SUV,Automatic,Hybrid,Third,2008,1766,254609,134.49,6724.41
VW,Coupe,Manual,Petrol,Second,2010,1833,268365,53.08,2653.75
Porsche,MPV,Manual,Petrol,Second,2024,1659,15780,1454.23,72711.72
Porsche,MPV,Automatic,Diesel,Second,2014,1677,193952,358.35,17917.58
BMW,Hatchback,Automatic,Petrol,Second,2011,2295,175266,61.20,3060.14
Honda,Sedan,Manual,Hybrid,Second,2019,1765,107586,154.15,7707.40
Toyota,Sedan,Manual,Diesel,Third,2022,1225,54450,171.63,8581.59
Mercedes,Hatchback,Automatic,Diesel,Second,2006,2707,203509,39.35,1967.53
Audi,Sedan,Automatic,Hybrid,First,2023,1641,31014,845.82,42290.89
Suzuki,SUV,Automatic,Diesel,Third,2024,1971,13339,400.88,20044.12
BMW,MPV,Automatic,Hybrid,Third,2006,3689,371792,42.98,2148.80
Daihatsu,MPV,Automatic,Hybrid,Second,2023,1417,20988,261.18,13059.16
Mazda,SUV,Manual,Petrol,Third,2008,2029,236045,38.86,1943.17
Porsche,SUV,Automatic,Diesel,Second,2008,2089,234413,137.16,6857.85
Toyota,Hatchback,Manual,Hybrid,Third,2007,1554,317682,62.80,3139.91
VW,Hatchback,Automatic,Hybrid,First,2008,2117,219623,40.92,2046.02
Toyota,Coupe,Automatic,Diesel,First,2018,2157,88487,245.95,12297.35
Suzuki,SUV,Automatic,Petrol,Second,2022,1595,49299,269.65,13482.32
Mazda,MPV,Manual,Hybrid,Second,2022,1950,56805,368.90,18444.77
Daihatsu,Hatchback,Automatic,Diesel,Third,2022,2240,58053,243.96,12198.24
Daihatsu,SUV,Manual,Hybrid,Second,2005,1193,364900,39.49,1974.52
Daihatsu,MPV,Automatic,Hybrid,Third,2012,1979,232570,38.03,1901.41
Daihatsu,Sedan,Manual,Hybrid,Third,2019,2085,62604,157.00,7850.08
Honda,MPV,Manual,Hybrid,Second,2011,1733,227500,70.96,3547.84
BMW,SUV,Manual,Petrol,Third,2007,3437,226044,57.64,2881.91
Mazda,Coupe,Automatic,Petrol,Third,2016,1737,114048,118.32,5915.91
Porsche,SUV,Manual,Diesel,First,2023,1904,21164,1812.71,90635.26
BMW,MPV,Manual,Diesel,Third,2011,2636,184772,27.18,1358.80
BMW,Hatchback,Manual,Diesel,First,2011,2338,227416,38.24,1912.24
Mercedes,Coupe,Manual,Petrol,First,2015,3851,106840,243.19,12159.50
VW,Coupe,Manual,Diesel,First,2015,1343,181830,59.45,2972.65
BMW,Hatchback,Manual,Diesel,Second,2008,3689,277712,27.57,1378.29
Ferrari,Sedan,Automatic,Petrol,First,2024,5532,14497,4344.53,217226.35
Daihatsu,Sedan,Manual,Petrol,First,2014,1067,219989,73.14,3657.12
Mazda,Hatchback,Manual,Petrol,First,2018,2266,126294,163.20,8160.18
Audi,Hatchback,Manual,Diesel,First,2008,1693,191624,44.47,2223.36
Daihatsu,Hatchback,Manual,Hybrid,First,2009,1222,239696,67.69,3384.64
Suzuki,MPV,Automatic,Petrol,First,2008,1771,277304,43.04,2151.95
Porsche,SUV,Automatic,Petrol,First,2010,1080,176280,251.27,12563.70
Suzuki,Coupe,Manual,Diesel,Second,2021,1758,76856,239.85,11992.59
Daihatsu,Sedan,Automatic,Hybrid,First,2010,2371,162555,41.89,2094.34
Suzuki,MPV,Manual,Diesel,First,2010,1212,235020,58.26,2913.11
Audi,Coupe,Automatic,Petrol,First,2011,1544,153832,148.11,7405.59
VW,Coupe,Automatic,Hybrid,First,2022,2038,51846,582.90,29145.14
Daihatsu,MPV,Automatic,Petrol,First,2009,2413,175632,33.62,1681.23
BMW,SUV,Automatic,Hybrid,First,2018,2916,71064,450.97,22548.70
Suzuki,Coupe,Automatic,Petrol,Second,2022,1933,54411,349.87,17493.41
Mercedes,MPV,Manual,Petrol,First,2008,3076,261783,33.67,1683.38
Toyota,SUV,Manual,Hybrid,Third,2013,1362,192288,52.51,2625.34
Ferrari,Hatchback,Automatic,Hybrid,First,2020,5611,98500,2822.88,141144.08
Mercedes,Hatchback,Manual,Diesel,First,2006,3020,246715,32.72,1636.15
Daihatsu,MPV,Automatic,Hybrid,First,2016,1723,90297,109.34,5467.05
Mercedes,Hatchback,Manual,Diesel,Second,2023,2568,25680,836.63,41831.64
Honda,Coupe,Manual,Petrol,Second,2016,1515,155835,58.40,2919.83
Daihatsu,MPV,Automatic,Petrol,Second,2005,2211,316060,34.73,1736.64
BMW,SUV,Manual,Petrol,Second,2023,3807,38522,1041.16,52058.22
Suzuki,Hatchback,Automatic,Petrol,Second,2018,1602,79856,106.88,5344.06
BMW,MPV,Manual,Diesel,Third,2006,2921,205865,33.82,1690.83
BMW,Sedan,Manual,Diesel,First,2010,3397,187065,53.11,2655.67
Suzuki,Hatchback,Manual,Diesel,Third,2011,1286,205100,51.21,2560.40
Ferrari,Coupe,Manual,Hybrid,First,2019,4623,119952,3002.23,150111.57
VW,Coupe,Automatic,Petrol,First,2008,1080,319158,49.89,2494.53
Daihatsu,MPV,Automatic,Diesel,Second,2005,1802,357200,40.73,2036.48
Ferrari,SUV,Automatic,Diesel,First,2022,4313,46083,3896.33,194816.66
BMW,MPV,Automatic,Diesel,First,2021,2404,69252,586.73,29336.60
BMW,Hatchback,Automatic,Diesel,Second,2008,2193,276998,40.90,2045.19
Honda,Coupe,Automatic,Diesel,Second,2012,2461,255177,54.68,2733.95
Audi,Sedan,Automatic,Diesel,Third,2015,2166,180030,177.48,8874.12
Porsche,Sedan,Manual,Hybrid,First,2012,1250,139581,339.68,16984.21
Porsche,Sedan,Automatic,Hybrid,Third,2022,2474,43143,1166.53,58326.65
Suzuki,Coupe,Automatic,Hybrid,Third,2008,2238,199699,24.68,1233.86
Suzuki,Coupe,Manual,Diesel,Second,2014,2090,110143,46.44,2321.96
Porsche,SUV,Manual,Hybrid,First,2016,1830,143370,756.37,37818.36
Mercedes,Hatchback,Automatic,Diesel,Third,2014,2700,138897,101.52,5076.07
BMW,Coupe,Automatic,Diesel,First,2017,3532,98048,372.05,18602.73
Audi,MPV,Automatic,Petrol,Second,2015,1499,190760,157.92,7896.09
Suzuki,MPV,Automatic,Hybrid,Third,2005,2414,295640,45.76,2288.20
Daihatsu,Hatchback,Manual,Petrol,First,2019,2311,99462,171.01,8550.45
Suzuki,SUV,Automatic,Diesel,First,2018,1658,120512,117.04,5851.96
BMW,Sedan,Manual,Petrol,Third,2017,2114,127232,160.66,8032.97
BMW,SUV,Automatic,Diesel,Second,2021,3786,43356,769.77,38488.40
Toyota,Hatchback,Manual,Diesel,First,2018,1441,94115,110.77,5538.63
Toyota,Sedan,Automatic,Hybrid,Third,2024,1148,17034,267.24,13361.92
Porsche,Hatchback,Automatic,Hybrid,First,2011,2276,234472,264.01,13200.37
Daihatsu,SUV,Automatic,Petrol,First,2016,2469,123669,121.02,6051.11
Toyota,Hatchback,Automatic,Petrol,Third,2007,1270,295380,34.60,1729.83
BMW,MPV,Manual,Petrol,First,2010,2480,215490,45.51,2275.58
Porsche,Hatchback,Manual,Diesel,Third,2019,1118,96396,674.77,33738.28
BMW,MPV,Manual,Petrol,Second,2007,3840,306162,58.98,2949.15
Suzuki,Hatchback,Manual,Petrol,Third,2020,2235,88530,158.03,7901.58
Suzuki,Sedan,Automatic,Petrol,Second,2017,2010,131624,63.82,3191.23
BMW,Hatchback,Manual,Petrol,First,2017,3658,106840,298.25,14912.63
Mercedes,Sedan,Manual,Petrol,First,2022,3180,36078,837.30,41865.16
BMW,Hatchback,Manual,Diesel,First,2010,3718,261705,52.10,2604.83
Audi,Hatchback,Manual,Petrol,Third,2008,2378,250019,46.90,2345.06
Toyota,SUV,Manual,Diesel,Third,2006,2228,308807,43.05,2152.70
Daihatsu,Sedan,Automatic,Petrol,First,2016,1117,123291,32.84,1641.85
Toyota,MPV,Manual,Hybrid,First,2022,2177,33912,403.08,20153.94
Daihatsu,SUV,Automatic,Diesel,First,2006,1670,200412,53.63,2681.67
Porsche,MPV,Manual,Diesel,First,2016,2202,162774,598.45,29922.26
Toyota,Hatchback,Manual,Petrol,Third,2008,1142,186388,31.81,1590.37
Mercedes,Sedan,Manual,Petrol,Third,2006,3131,271244,31.23,1561.58
Audi,Hatchback,Automatic,Petrol,First,2024,2408,10782,1017.30,50865.21
Porsche,Coupe,Manual,Petrol,Second,2015,1894,195680,582.85,29142.40
Suzuki,MPV,Automatic,Hybrid,Third,2017,1177,125152,54.21,2710.26
Ferrari,Sedan,Manual,Hybrid,First,2022,5794,43446,3522.43,176121.34
Suzuki,Coupe,Automatic,Petrol,Second,2023,2201,38366,423.96,21197.89
Porsche,Hatchback,Manual,Petrol,Second,2022,1939,32241,1228.16,61408.18
Toyota,MPV,Automatic,Hybrid,Third,2017,1191,136480,55.85,2792.53
Audi,Hatchback,Automatic,Hybrid,First,2006,2021,195396,38.73,1936.34
Porsche,Sedan,Automatic,Hybrid,Second,2010,1292,150105,255.40,12770.13
VW,Coupe,Automatic,Hybrid,Third,2017,1133,108704,158.67,7933.56
VW,Coupe,Manual,Diesel,Third,2022,1183,52173,317.53,15876.46
BMW,MPV,Manual,Petrol,First,2021,3205,65768,653.84,32691.87
Suzuki,Coupe,Manual,Diesel,Third,2011,1241,255920,52.92,2645.96
Suzuki,MPV,Manual,Diesel,Second,2024,1603,10051,281.35,14067.39
Honda,SUV,Automatic,Hybrid,First,2009,1211,215840,64.17,3208.58
Toyota,MPV,Automatic,Diesel,Third,2022,1846,52203,265.35,13267.54
Mercedes,SUV,Manual,Hybrid,Second,2007,2378,244962,74.51,3725.52
VW,MPV,Manual,Petrol,Third,2024,1959,10662,439.27,21963.37
Daihatsu,SUV,Manual,Hybrid,Third,2017,1064,101816,76.50,3824.86
Toyota,Sedan,Manual,Hybrid,Second,2015,1091,146350,56.16,2807.75
Audi,MPV,Automatic,Petrol,First,2019,2326,106902,509.57,25478.72
Mazda,SUV,Automatic,Petrol,Second,2014,1850,131406,63.83,3191.63
Honda,Hatchback,Manual,Hybrid,Third,2006,2486,219925,28.89,1444.26
Honda,SUV,Manual,Petrol,Second,2023,1347,39572,295.78,14789.04
Daihatsu,SUV,Manual,Hybrid,Second,2020,1317,58800,185.10,9255.18
Audi,MPV,Manual,Hybrid,First,2023,1620,27258,817.55,40877.33
Honda,Coupe,Manual,Hybrid,First,2006,1195,333412,66.95,3347.64
Toyota,Hatchback,Manual,Diesel,Third,2021,2389,77824,249.04,12451.89
BMW,MPV,Manual,Hybrid,Third,2008,3514,170901,31.50,1575.06
Porsche,Sedan,Automatic,Hybrid,Second,2019,1986,87798,899.55,44977.55
Suzuki,Hatchback,Manual,Hybrid,Second,2006,1622,271035,56.80,2840.04
Audi,Sedan,Manual,Petrol,Third,2007,2429,208386,59.05,2952.71
BMW,Coupe,Automatic,Diesel,First,2018,2145,122206,345.28,17263.95
Audi,MPV,Manual,Petrol,First,2019,1117,99984,373.98,18699.16
Ferrari,Hatchback,Manual,Diesel,Third,2016,5830,168894,1378.65,68932.32
Daihatsu,MPV,Automatic,Hybrid,Second,2023,1903,36942,314.78,15739.20
BMW,Hatchback,Manual,Diesel,First,2021,3236,63420,657.65,32882.71
Toyota,Coupe,Manual,Diesel,Second,2021,1646,55468,286.19,14309.66
Toyota,SUV,Automatic,Petrol,First,2012,2224,168194,54.88,2744.14
Porsche,MPV,Manual,Hybrid,Second,2023,1675,26892,1357.03,67851.29
BMW,Coupe,Automatic,Petrol,First,2010,3701,183840,67.54,3377.20
Honda,Hatchback,Manual,Hybrid,Second,2021,1457,73028,202.38,10119.12
Porsche,MPV,Automatic,Diesel,Third,2015,2050,121920,432.78,21639.07
Mazda,Sedan,Manual,Petrol,Third,2005,1724,299340,34.31,1715.60
Daihatsu,SUV,Manual,Diesel,First,2006,1654,351880,47.72,2385.83
Honda,MPV,Automatic,Petrol,First,2024,2238,14554,499.93,24996.66
Toyota,Hatchback,Manual,Hybrid,Third,2023,1835,24328,309.43,15471.54
Suzuki,Coupe,Manual,Hybrid,Third,2012,1279,222807,64.90,3245.02
Ferrari,Sedan,Manual,Diesel,Third,2010,5802,265500,605.69,30284.47
Suzuki,SUV,Manual,Hybrid,Second,2024,1251,12176,350.07,17503.28
Honda,Coupe,Manual,Diesel,Second,2017,2232,108976,182.08,9103.99
Suzuki,MPV,Automatic,Petrol,Third,2024,1364,11096,238.82,11941.03
Mercedes,Sedan,Manual,Diesel,Third,2018,2825,72513,305.69,15284.72
BMW,Sedan,Manual,Petrol,Third,2010,3777,186225,69.99,3499.63
Audi,MPV,Automatic,Petrol,Second,2021,1230,45488,511.14,25557.23
VW,Sedan,Automatic,Hybrid,Third,2020,2108,74815,296.65,14832.31
BMW,Hatchback,Manual,Hybrid,Second,2005,2220,382960,52.56,2628.18
Suzuki,SUV,Manual,Diesel,Second,2017,1607,116016,73.03,3651.66
Porsche,Hatchback,Manual,Petrol,Third,2011,2117,246064,137.30,6864.94
BMW,Coupe,Automatic,Hybrid,First,2010,2380,168510,61.40,3069.88
Mercedes,Sedan,Automatic,Petrol,First,2008,3411,324377,55.12,2755.86
Toyota,MPV,Automatic,Petrol,Third,2016,1743,179478,58.06,2903.23
Mercedes,SUV,Manual,Hybrid,First,2023,2212,31418,1033.82,51691.09
Honda,SUV,Automatic,Petrol,Second,2006,1162,322506,46.87,2343.29
Mercedes,Coupe,Manual,Petrol,Second,2005,2286,338800,46.19,2309.74
Suzuki,Coupe,Automatic,Petrol,Second,2022,2167,30519,404.77,20238.42
Suzuki,MPV,Automatic,Diesel,First,2006,2024,263929,67.73,3386.71
Porsche,MPV,Automatic,Diesel,Third,2020,2056,62100,863.64,43182.16
Porsche,Coupe,Manual,Diesel,Second,2015,2342,159570,639.10,31954.82
BMW,Hatchback,Manual,Petrol,Second,2006,2756,287869,68.00,3400.03
Honda,Hatchback,Automatic,Petrol,First,2010,2486,288270,71.46,3573.24
Toyota,SUV,Automatic,Hybrid,Third,2018,1676,121401,158.81,7940.74
Porsche,Coupe,Manual,Diesel,Third,2024,1388,12378,1655.29,82764.42
Mercedes,Coupe,Manual,Petrol,Third,2007,2005,326142,47.26,2363.20
Mercedes,MPV,Manual,Hybrid,Second,2012,2858,221104,69.31,3465.50
BMW,Coupe,Automatic,Hybrid,Second,2005,2530,296900,54.55,2727.42
Daihatsu,SUV,Automatic,Diesel,Second,2012,2042,257491,69.37,3468.73
Mazda,Sedan,Automatic,Petrol,Second,2008,1306,315418,44.89,2244.26
Honda,MPV,Manual,Diesel,Second,2021,1003,45556,129.88,6494.03
Daihatsu,Sedan,Manual,Hybrid,First,2008,1794,198118,46.37,2318.73
Honda,Coupe,Manual,Diesel,First,2013,2333,196140,59.99,2999.36
Porsche,Coupe,Automatic,Diesel,First,2024,1866,10622,2162.38,108119.16
Suzuki,SUV,Automatic,Diesel,Second,2008,1457,235654,52.96,2648.06
Daihatsu,Hatchback,Automatic,Diesel,Third,2022,1851,37731,218.89,10944.43
BMW,MPV,Automatic,Petrol,Second,2019,3942,61818,464.10,23204.86
Mazda,Coupe,Manual,Hybrid,Third,2005,1599,391580,45.97,2298.51
Toyota,Coupe,Manual,Petrol,Second,2021,1020,72240,175.65,8782.27
Daihatsu,Hatchback,Automatic,Petrol,First,2005,2141,244040,35.58,1778.90
Honda,SUV,Manual,Diesel,First,2012,1852,220285,46.29,2314.33
Mazda,Sedan,Manual,Petrol,Third,2022,1966,51648,299.08,14953.79
Daihatsu,MPV,Manual,Hybrid,Second,2019,2449,89724,226.87,11343.61
Suzuki,Hatchback,Manual,Hybrid,Second,2019,2361,61842,221.26,11062.84
VW,Sedan,Automatic,Petrol,Third,2015,1764,101100,112.18,5609.14
Daihatsu,MPV,Automatic,Diesel,Second,2024,1606,14864,316.16,15807.94
VW,Sedan,Manual,Petrol,Third,2005,1894,326500,60.11,3005.30
Honda,Hatchback,Automatic,Hybrid,Second,2018,1670,132860,145.27,7263.28
Daihatsu,Coupe,Automatic,Petrol,First,2023,1091,26686,303.36,15167.82
Toyota,Sedan,Automatic,Petrol,Third,2015,1787,134170,29.16,1458.24
Porsche,Coupe,Automatic,Diesel,First,2013,2248,206772,518.98,25949.00
Porsche,SUV,Automatic,Petrol,Third,2009,1668,308384,99.95,4997.38
Mercedes,Hatchback,Manual,Hybrid,First,2011,3495,218932,75.65,3782.61
Daihatsu,Hatchback,Automatic,Hybrid,Second,2005,1789,331060,68.15,3407.71
Porsche,MPV,Automatic,Petrol,First,2008,1827,332758,70.83,3541.26
BMW,Coupe,Automatic,Hybrid,Third,2023,2203,36908,870.55,43527.37
Daihatsu,MPV,Automatic,Diesel,Third,2022,1936,30408,250.85,12542.35
Mazda,Sedan,Automatic,Petrol,Second,2013,1090,200292,42.17,2108.42
BMW,SUV,Automatic,Petrol,First,2016,2067,132588,188.57,9428.56
Ferrari,SUV,Automatic,Hybrid,Second,2016,4167,165852,1746.28,87313.77
Toyota,Sedan,Manual,Diesel,Third,2019,2378,88590,160.85,8042.29
BMW,SUV,Automatic,Petrol,First,2020,2503,83275,551.11,27555.27
VW,SUV,Automatic,Hybrid,Second,2008,1902,328134,66.69,3334.29
VW,Coupe,Automatic,Hybrid,Second,2020,1432,97485,303.35,15167.70
VW,Sedan,Manual,Hybrid,Second,2021,1481,55020,302.28,15113.93
Toyota,SUV,Manual,Diesel,First,2007,2089,330912,34.13,1706.65
Ferrari,Coupe,Automatic,Diesel,Second,2007,5976,239166,631.33,31566.34
Daihatsu,Coupe,Automatic,Petrol,Third,2024,1750,18588,367.69,18384.54
Suzuki,MPV,Automatic,Diesel,Second,2022,2002,39687,282.40,14120.04
BMW,SUV,Automatic,Diesel,Third,2011,2755,214634,49.49,2474.46
Honda,SUV,Automatic,Petrol,Second,2009,2067,238400,40.25,2012.55
Porsche,MPV,Manual,Petrol,First,2017,1500,96416,698.04,34901.79
Audi,MPV,Automatic,Hybrid,First,2021,1542,52816,629.62,31481.09
Audi,SUV,Manual,Diesel,Third,2013,2357,144960,195.83,9791.59
Honda,Sedan,Automatic,Diesel,First,2008,2124,309485,34.03,1701.75
Daihatsu,SUV,Manual,Diesel,Second,2024,1190,16077,265.85,13292.36
BMW,Hatchback,Manual,Petrol,Second,2012,2524,222365,46.85,2342.49
Porsche,MPV,Manual,Petrol,Third,2012,1351,257205,157.35,7867.47
Daihatsu,MPV,Automatic,Hybrid,Second,2017,1381,154616,28.45,1422.32
Porsche,Coupe,Manual,Petrol,Third,2007,2346,212328,128.57,6428.71
Porsche,MPV,Automatic,Hybrid,First,2007,1034,324090,51.51,2575.58
Daihatsu,Coupe,Automatic,Hybrid,Second,2005,1782,330740,37.11,1855.53
Porsche,SUV,Manual,Hybrid,Third,2019,2124,71844,945.62,47280.95
Daihatsu,MPV,Automatic,Hybrid,Second,2023,1312,37626,225.11,11255.66
Ferrari,SUV,Manual,Hybrid,Third,2018,4528,75299,2050.48,102524.21
Mercedes,Hatchback,Automatic,Diesel,Third,2006,2561,322829,45.93,2296.44
Mercedes,Hatchback,Automatic,Diesel,Second,2005,3523,317460,43.51,2175.44
Mercedes,Coupe,Manual,Hybrid,First,2015,2961,102160,257.49,12874.54
Audi,Sedan,Manual,Petrol,Second,2020,1134,71750,411.85,20592.25
